CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Balance_to_Salary,Product_Density,Engagement_Product,Age_Tenure,High_Balance_Flag,Zero_Balance_Flag,Senior_Customer_Flag,Low_CreditScore_Flag
652,Spain,Female,38,1,103895.31,1,0,1,159649.44,0.6507715279176676,0.5,1,38,1,0,0,0
629,Spain,Male,39,5,0.0,2,0,0,116748.14,0.0,0.3333333333333333,0,195,0,1,0,1
593,France,Male,36,2,70181.48,2,1,0,80608.12,0.8706502521085965,0.6666666666666666,0,72,0,0,0,1
443,Germany,Female,29,9,99027.61,2,1,0,10940.4,9.051552959672406,0.2,0,261,1,0,0,1
500,France,Female,34,4,0.0,2,1,0,12833.96,0.0,0.4,0,136,0,1,0,1
572,Spain,Male,31,5,98108.79,1,0,1,119996.95,0.8175940305149422,0.16666666666666666,1,155,1,0,0,1
594,Spain,Female,24,0,97378.54,1,1,1,71405.17,1.3637463505793768,1.0,1,0,1,0,0,1
540,Spain,Male,39,2,0.0,2,1,0,81995.92,0.0,0.6666666666666666,0,78,0,1,0,1
597,Germany,Female,39,8,162532.14,3,1,0,36051.46,4.508337249032356,0.3333333333333333,0,312,1,0,0,1
592,France,Female,66,5,149950.19,1,1,1,76267.59,1.966106310688459,0.16666666666666666,1,330,1,0,1,1
542,France,Male,29,9,0.0,1,1,0,8342.35,0.0,0.1,0,261,0,1,0,1
606,France,Male,40,5,0.0,2,1,1,70899.27,0.0,0.3333333333333333,2,200,0,1,0,1
570,France,Female,46,3,0.0,2,0,0,820.46,0.0,0.5,0,138,0,1,0,1
613,France,Male,26,4,100446.57,1,0,1,149653.81,0.6711928683940623,0.2,1,104,1,0,0,1
740,France,Male,39,9,0.0,2,1,0,19047.23,0.0,0.2,0,351,0,1,0,0
730,Germany,Male,45,6,152880.97,1,0,0,162478.11,0.9409327201061116,0.14285714285714285,0,270,1,0,0,0
712,France,Female,29,3,87375.78,2,0,0,166194.53,0.5257440181695511,0.5,0,87,0,0,0,0
477,Germany,Female,24,2,95675.62,2,0,0,162699.7,0.5880503774745742,0.6666666666666666,0,48,0,0,0,1
850,Germany,Female,70,1,96947.58,3,1,0,62282.99,1.5565659259454308,1.5,0,70,0,0,1,0
646,Germany,Female,57,6,90212.0,1,1,0,13911.27,6.48481411114873,0.14285714285714285,0,342,0,0,0,1
620,Germany,Male,35,0,76989.97,1,1,1,17242.79,4.465052929369318,1.0,1,0,0,0,0,1
736,Germany,Female,36,8,103914.17,1,1,1,110035.88,0.9443662376308527,0.1111111111111111,1,288,1,0,0,0
450,Spain,Female,34,2,0.0,2,1,0,175480.93,0.0,0.6666666666666666,0,68,0,1,0,1
659,France,Male,43,1,106086.42,2,1,0,26900.63,3.9436407251428682,1.0,0,43,1,0,0,0
675,Spain,Female,35,8,155621.08,1,0,1,35177.31,4.4239050683522985,0.1111111111111111,1,280,1,0,0,0
727,Spain,Male,71,8,0.0,1,1,1,198446.91,0.0,0.1111111111111111,1,568,0,1,1,0
451,France,Male,33,6,0.0,2,1,0,184954.11,0.0,0.2857142857142857,0,198,0,1,0,1
708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0.8777905927133713,0.5,2,96,1,0,0,0
642,Germany,Male,22,10,111812.52,2,1,1,183045.46,0.6108456336475103,0.18181818181818182,2,220,1,0,0,1
701,Germany,Male,41,9,164046.1,1,1,0,49405.93,3.320372675911576,0.1,0,369,1,0,0,0
692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1.4096225261442752,0.5714285714285714,4,270,1,0,0,0
792,France,Female,70,3,0.0,2,1,1,172240.27,0.0,0.5,2,210,0,1,1,0
629,Spain,Male,34,1,121151.05,1,0,0,119357.93,1.0150230487408756,0.5,0,34,1,0,0,1
738,France,Male,35,5,161274.05,2,1,0,181429.87,0.8889057242889498,0.3333333333333333,0,175,1,0,0,0
545,Spain,Female,47,5,0.0,2,1,1,38970.14,0.0,0.3333333333333333,2,235,0,1,0,1
726,France,Female,32,8,0.0,2,0,0,185075.63,0.0,0.2222222222222222,0,256,0,1,0,0
812,Germany,Male,33,2,127154.14,2,0,1,105383.49,1.206585016305685,0.6666666666666666,2,66,1,0,0,0
611,Germany,Female,43,9,127216.31,2,0,1,17913.25,7.101799505952298,0.2,2,387,1,0,0,1
577,Spain,Female,33,6,0.0,2,1,0,57975.8,0.0,0.2857142857142857,0,198,0,1,0,1
634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0.46431771258994464,1.0,2,37,0,0,0,1
533,Germany,Male,43,4,80442.06,2,0,1,12537.42,6.416157391233603,0.4,2,172,0,0,0,1
601,France,Female,34,5,0.0,2,1,0,27022.57,0.0,0.3333333333333333,0,170,0,1,0,1
850,France,Female,46,3,0.0,2,1,1,187980.21,0.0,0.5,2,138,0,1,0,0
678,France,Male,43,1,133237.21,1,1,0,111032.79,1.199980744426939,0.5,0,43,1,0,0,0
646,France,Male,35,6,84026.86,1,0,1,164255.69,0.5115613346484374,0.14285714285714285,1,210,0,0,0,1
732,France,Female,43,6,0.0,2,1,0,65731.53,0.0,0.2857142857142857,0,258,0,1,0,0
798,France,Female,37,4,111723.08,1,1,1,83478.12,1.33835165430175,0.2,1,148,1,0,0,0
634,Germany,Female,29,8,130036.21,2,0,1,69849.55,1.8616613850769261,0.2222222222222222,2,232,1,0,0,1
724,France,Female,41,5,109798.25,1,0,1,149593.61,0.7339768724078523,0.16666666666666666,1,205,1,0,0,0
637,France,Female,33,9,113913.53,1,0,1,65316.5,1.7440237918443273,0.1,1,297,1,0,0,1
732,France,Female,34,8,122338.43,2,1,0,187985.85,0.6507853117668164,0.2222222222222222,0,272,1,0,0,0
588,Germany,Male,49,6,132623.76,3,1,0,36292.94,3.6542578253511566,0.42857142857142855,0,294,1,0,0,1
575,France,Male,27,3,139301.68,1,1,0,99843.98,1.3951935810251155,0.25,0,81,1,0,0,1
553,Spain,Male,41,6,144974.55,1,1,1,19344.92,7.49419227373388,0.14285714285714285,1,246,1,0,0,1
542,France,Male,32,7,107871.72,1,1,0,125302.64,0.8608894433509142,0.125,0,224,1,0,0,1
745,Germany,Male,51,3,99183.9,1,1,1,28922.25,3.429328631071234,0.25,1,153,1,0,0,0
590,France,Male,47,0,117879.32,1,1,1,8214.46,14.35022143877991,1.0,1,0,1,0,0,1
745,France,Male,21,4,137910.45,1,1,1,177235.23,0.7781209751582685,0.2,1,84,1,0,0,0
637,Germany,Male,51,1,104682.83,1,1,0,55266.96,1.8941304171606328,0.5,0,51,1,0,0,1
618,France,Female,49,9,44301.43,3,1,1,89729.3,0.4937231205414508,0.3,3,441,0,0,0,1
614,France,Male,51,4,40685.92,1,1,1,46775.28,0.8698167066022907,0.2,1,204,0,0,0,1
658,Germany,Female,31,3,133003.03,1,0,1,146339.27,0.9088676607447885,0.25,1,93,1,0,0,0
564,France,Male,40,4,0.0,1,1,0,85455.62,0.0,0.2,0,160,0,1,0,1
554,France,Male,39,2,129709.62,1,1,0,173197.12,0.7489132613752468,0.3333333333333333,0,78,1,0,0,1
577,France,Male,36,3,121092.47,2,0,1,143783.46,0.8421863683068971,0.5,2,108,1,0,0,1
600,France,Male,31,8,0.0,2,1,1,121555.51,0.0,0.2222222222222222,2,248,0,1,0,1
583,Spain,Male,47,5,102562.23,1,1,0,92708.1,1.1062920068472981,0.16666666666666666,0,235,1,0,0,1
835,Germany,Male,20,4,124365.42,1,0,0,180197.74,0.6901608199969655,0.2,0,80,1,0,0,0
610,Germany,Female,69,5,86038.21,3,0,0,192743.06,0.4463881086042735,0.5,0,345,0,0,1,1
737,France,Male,36,9,0.0,1,0,1,188670.9,0.0,0.1,1,324,0,1,0,0
762,Spain,Female,26,7,123709.46,2,1,1,169654.57,0.729184365620095,0.25,2,182,1,0,0,0
727,Germany,Male,37,9,101191.83,1,1,1,34551.35,2.928737372056374,0.1,1,333,1,0,0,0
545,France,Male,26,7,0.0,2,0,1,156598.23,0.0,0.25,2,182,0,1,0,1
714,France,Female,24,7,0.0,2,1,0,166335.0,0.0,0.25,0,168,0,1,0,0
752,France,Female,36,1,86837.95,1,1,1,105280.55,0.8248242434143818,0.5,1,36,0,0,0,0
558,France,Female,56,7,121235.05,2,1,1,116253.1,1.0428543410885387,0.25,2,392,1,0,0,1
686,France,Female,41,4,129553.76,2,1,0,187599.8,0.6905858108590734,0.4,0,164,1,0,0,0
522,Germany,Male,25,1,111432.13,1,1,1,168683.57,0.6605985989032601,0.5,1,25,1,0,0,1
729,Spain,Male,31,8,164870.81,2,1,1,9567.39,17.232579627254665,0.2222222222222222,2,248,1,0,0,0
543,Germany,Female,37,3,122304.65,2,0,0,33998.7,3.597333133325686,0.5,0,111,1,0,0,1
585,Spain,Female,33,8,0.0,2,1,0,114182.07,0.0,0.2222222222222222,0,264,0,1,0,1
757,Germany,Male,31,8,149085.9,2,1,1,197077.36,0.7564841542427806,0.2222222222222222,2,248,1,0,0,0
584,Germany,Male,47,7,130538.77,1,1,0,92915.84,1.4049140598632053,0.125,0,329,1,0,0,1
604,France,Female,40,1,0.0,2,1,0,123207.17,0.0,1.0,0,40,0,1,0,1
719,Germany,Female,42,5,137227.04,3,1,0,149097.38,0.9203853213248953,0.5,0,210,1,0,0,0
555,Germany,Female,46,4,120392.99,1,1,0,177719.88,0.6774311911531788,0.2,0,184,1,0,0,1
643,Germany,Female,45,2,150842.93,1,0,1,2319.96,65.0196253383679,0.3333333333333333,1,90,1,0,0,1
553,Germany,Male,41,9,110112.54,2,0,0,81898.81,1.344494993272796,0.2,0,369,1,0,0,1
711,France,Female,29,3,130181.47,2,1,0,31811.44,4.0922847252434975,0.5,0,87,1,0,0,0
708,Spain,Female,41,5,0.0,1,0,1,157003.99,0.0,0.16666666666666666,1,205,0,1,0,0
653,France,Female,32,4,83772.95,1,0,1,23920.65,3.5021184624999737,0.2,1,128,0,0,0,0
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,1.3736095583169592,0.125,0,231,1,0,0,1
800,Spain,Male,38,9,0.0,1,1,0,78744.39,0.0,0.1,0,342,0,1,0,0
751,France,Male,31,8,0.0,2,0,0,17550.49,0.0,0.2222222222222222,0,248,0,1,0,0
642,Germany,Female,39,8,128264.03,1,1,0,61792.76,2.0757129152347296,0.1111111111111111,0,312,1,0,0,1
611,France,Female,30,9,88594.14,1,1,0,196332.45,0.4512455276751245,0.1,0,270,0,0,0,1
350,France,Male,51,10,0.0,1,1,1,125823.79,0.0,0.09090909090909091,1,510,0,1,0,1
520,Germany,Male,61,8,133802.29,2,1,1,90304.01,1.4816871365955955,0.2222222222222222,2,488,1,0,1,1
642,France,Male,72,1,160541.0,2,1,1,142223.94,1.128790272579989,1.0,2,72,1,0,1,1
597,Germany,Female,43,7,119127.46,2,1,0,55809.92,2.1345212464020733,0.25,0,301,1,0,0,1
753,France,Male,92,3,121513.31,1,0,1,195563.99,0.621348081515416,0.25,1,276,1,0,1,0
640,France,Female,30,6,107499.7,1,1,1,187632.22,0.5729277199832736,0.14285714285714285,1,180,1,0,0,1
721,Germany,Female,36,3,65253.07,2,1,0,28737.78,2.27063711949914,0.5,0,108,0,0,0,0
586,Spain,Male,29,2,132450.24,1,1,1,36176.63,3.6612100132046574,0.3333333333333333,1,58,1,0,0,1
653,Spain,Female,36,3,0.0,2,0,0,110525.6,0.0,0.5,0,108,0,1,0,0
850,Spain,Male,49,8,0.0,1,0,0,25867.67,0.0,0.1111111111111111,0,392,0,1,0,0
686,France,Male,38,6,149238.97,1,1,1,97825.23,1.5255672795249242,0.14285714285714285,1,228,1,0,0,0
592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0.8431070549960697,0.09090909090909091,1,360,1,0,0,1
515,France,Female,58,2,131852.81,1,1,0,81436.68,1.619083808426375,0.3333333333333333,0,116,1,0,0,1
774,France,Female,36,9,114997.42,1,1,0,75304.09,1.5271072261812075,0.1,0,324,1,0,0,0
624,Germany,Male,27,9,94667.29,2,0,1,4470.52,21.175901237439938,0.2,2,243,0,0,0,1
625,France,Female,58,10,53772.73,1,1,1,192072.1,0.27996117083116184,0.09090909090909091,1,580,0,0,0,1
540,Spain,Male,37,0,120825.7,1,1,0,28257.89,4.275821726250616,1.0,0,0,1,0,0,1
769,France,Male,29,8,0.0,2,1,1,172290.61,0.0,0.2222222222222222,2,232,0,1,0,0
420,Germany,Female,34,1,135549.9,1,0,0,149471.13,0.9068634190428613,0.5,0,34,1,0,0,1
571,France,Female,33,9,0.0,2,0,1,77519.62,0.0,0.2,2,297,0,1,0,1
586,Spain,Female,57,3,0.0,2,0,1,6057.81,0.0,0.5,2,171,0,1,0,1
575,France,Male,46,1,0.0,2,1,1,65998.26,0.0,1.0,2,46,0,1,0,1
716,France,Female,44,3,109528.28,1,1,0,27341.63,4.005916252981259,0.25,0,132,1,0,0,0
461,Spain,Female,35,8,0.0,1,1,0,132295.95,0.0,0.1111111111111111,0,280,0,1,0,1
528,France,Male,35,3,156687.1,1,1,0,199320.77,0.7861052312812158,0.25,0,105,1,0,0,1
807,France,Male,33,10,101952.97,2,1,0,178153.65,0.5722755048801975,0.18181818181818182,0,330,1,0,0,0
662,France,Female,38,2,96479.81,1,1,0,120259.41,0.8022641222004997,0.3333333333333333,0,76,0,0,0,0
678,Spain,Male,29,6,0.0,2,1,0,64443.75,0.0,0.2857142857142857,0,174,0,1,0,0
792,France,Female,28,4,130142.79,1,1,0,38190.78,3.4077018065616884,0.2,0,112,1,0,0,0
694,Spain,Male,39,0,107042.74,1,1,1,102284.2,1.0465227278504403,1.0,1,0,1,0,0,0
633,France,Male,61,3,157201.48,1,0,1,50368.63,3.1210195711100344,0.25,1,183,1,0,1,1
638,Germany,Female,33,5,129335.65,1,1,1,56585.2,2.285679824406382,0.16666666666666666,1,165,1,0,0,1
411,France,Female,54,9,0.0,1,0,1,76621.49,0.0,0.1,1,486,0,1,0,1
627,Germany,Male,30,6,112372.96,1,1,1,118029.09,0.9520785087811827,0.14285714285714285,1,180,1,0,0,1
811,France,Female,35,7,0.0,1,1,1,178.19,0.0,0.125,1,245,0,1,0,0
615,Spain,Male,19,5,0.0,2,1,0,159920.92,0.0,0.3333333333333333,0,95,0,1,0,1
640,France,Male,33,7,154575.76,1,1,0,25722.28,6.009411296354756,0.125,0,231,1,0,0,1
756,Germany,Female,39,5,149363.12,2,1,1,109098.39,1.3690680494918395,0.3333333333333333,2,195,1,0,0,0
796,France,Male,51,6,0.0,2,0,1,194733.28,0.0,0.2857142857142857,2,306,0,1,0,0
581,Germany,Male,31,6,116891.72,1,1,0,107137.3,1.0910459755846003,0.14285714285714285,0,186,1,0,0,1
470,Spain,Female,48,6,140576.11,1,1,1,116971.05,1.2018025827758234,0.14285714285714285,1,288,1,0,0,1
746,Spain,Male,36,2,0.0,2,1,1,16436.56,0.0,0.6666666666666666,2,72,0,1,0,0
686,France,Male,38,0,138131.34,1,0,1,115927.85,1.1915285239914308,1.0,1,0,1,0,0,0
761,Spain,Male,27,8,0.0,2,1,0,63297.7,0.0,0.2222222222222222,0,216,0,1,0,0
695,France,Male,45,3,0.0,2,1,1,30793.61,0.0,0.5,2,135,0,1,0,0
499,France,Female,57,1,0.0,1,0,0,131372.38,0.0,0.5,0,57,0,1,0,1
624,France,Female,38,3,0.0,2,1,1,163666.85,0.0,0.5,2,114,0,1,0,1
791,France,Female,52,7,0.0,1,1,1,122782.5,0.0,0.125,1,364,0,1,0,0
833,France,Male,47,2,0.0,2,1,1,182247.77,0.0,0.6666666666666666,2,94,0,1,0,0
700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0.6795471788746905,0.5,0,84,1,0,0,0
601,France,Female,26,8,78892.23,1,1,1,23703.52,3.328291747386042,0.1111111111111111,1,208,0,0,0,1
769,Germany,Female,31,7,148913.72,2,1,0,53817.23,2.7670268425186504,0.25,0,217,1,0,0,0
645,Spain,Male,45,4,0.0,1,0,1,174916.85,0.0,0.2,1,180,0,1,0,1
686,Spain,Male,34,9,0.0,2,1,0,127569.8,0.0,0.2,0,306,0,1,0,0
429,France,Female,39,6,48023.83,1,1,0,74870.99,0.6414210630846473,0.14285714285714285,0,234,0,0,0,1
636,Spain,Female,36,1,0.0,1,1,0,43134.58,0.0,0.5,0,36,0,1,0,1
734,Germany,Female,30,7,123040.38,1,1,1,76503.06,1.608306648126232,0.125,1,210,1,0,0,0
644,France,Male,31,5,0.0,2,1,1,41872.17,0.0,0.3333333333333333,2,155,0,1,0,1
751,Spain,Male,33,4,79281.61,1,1,0,117547.76,0.6744629587156744,0.2,0,132,0,0,0,0
850,France,Male,30,10,153972.89,2,1,0,62811.03,2.451367060849026,0.18181818181818182,0,300,1,0,0,0
736,France,Female,36,6,0.0,1,1,0,70496.66,0.0,0.14285714285714285,0,216,0,1,0,0
750,France,Male,38,5,151532.4,1,1,1,46555.15,3.2549009078480036,0.16666666666666666,1,190,1,0,0,0
639,France,Female,38,4,81550.94,2,0,1,118974.77,0.6854473431635968,0.4,2,152,0,0,0,1
443,Germany,Male,59,4,110939.3,1,1,0,72846.58,1.5229170676234904,0.2,0,236,1,0,0,1
644,France,Female,40,9,137285.26,4,1,0,77063.63,1.7814533262967238,0.4,0,360,1,0,0,1
605,France,Female,51,3,136188.78,1,1,1,67110.59,2.0293187707037,0.25,1,153,1,0,0,1
649,Spain,Male,51,4,0.0,1,1,1,150390.57,0.0,0.2,1,204,0,1,0,1
619,Spain,Male,38,3,96143.47,1,0,0,98994.92,0.9711959967238724,0.25,0,114,0,0,0,1
593,France,Male,45,4,138825.19,1,0,0,10828.78,12.82002127663504,0.2,0,180,1,0,0,1
548,Spain,Male,37,4,0.0,1,1,0,121763.68,0.0,0.2,0,148,0,1,0,1
720,France,Male,29,2,0.0,2,1,0,39925.52,0.0,0.6666666666666666,0,58,0,1,0,0
692,France,Male,40,6,163505.16,1,0,0,90424.09,1.8082035439892181,0.14285714285714285,0,240,1,0,0,0
671,Spain,Male,34,10,153360.02,1,1,0,140509.86,1.0914537954845305,0.09090909090909091,0,340,1,0,0,0
418,France,Female,39,2,0.0,2,0,0,9041.71,0.0,0.6666666666666666,0,78,0,1,0,1
845,France,Female,28,9,0.0,2,1,1,56185.98,0.0,0.2,2,252,0,1,0,0
687,France,Male,39,7,0.0,2,1,0,26848.25,0.0,0.25,0,273,0,1,0,0
748,Spain,Male,35,5,105492.53,1,1,1,150057.2,0.7030154501083586,0.16666666666666666,1,175,1,0,0,0
617,Germany,Male,44,9,49157.09,2,1,0,53294.17,0.9223727473380297,0.2,0,396,0,0,0,1
694,Spain,Female,39,9,0.0,2,0,0,99924.04,0.0,0.2,0,351,0,1,0,0
679,Germany,Female,30,4,77949.69,1,1,1,121151.46,0.6434069387195168,0.2,1,120,0,0,0,0
704,Spain,Male,48,8,167997.6,1,1,1,173498.45,0.9682945294323955,0.1111111111111111,1,384,1,0,0,0
546,Spain,Male,42,7,139070.51,1,1,1,86945.0,1.5995228017712348,0.125,1,294,1,0,0,1
753,Germany,Male,30,1,110824.52,1,1,1,57896.27,1.9141910178324097,0.5,1,30,1,0,0,0
742,France,Male,32,6,160485.16,1,1,0,29023.03,5.529579785432466,0.14285714285714285,0,192,1,0,0,0
744,France,Male,36,10,0.0,2,1,1,182867.84,0.0,0.18181818181818182,2,360,0,1,0,0
749,France,Male,40,1,139290.41,1,1,0,182855.42,0.7617516068159205,0.5,0,40,1,0,0,0
549,France,Female,52,1,0.0,1,0,1,8636.05,0.0,0.5,1,52,0,1,0,1
652,Germany,Male,45,2,151421.44,1,0,1,115333.43,1.3129015585507169,0.3333333333333333,1,90,1,0,0,0
669,Germany,Male,47,0,63723.78,2,1,1,181928.25,0.35026874605785524,2.0,2,0,0,0,0,0
590,Spain,Male,37,1,0.0,2,0,0,133535.99,0.0,1.0,0,37,0,1,0,1
625,Spain,Female,57,7,0.0,1,0,0,84106.17,0.0,0.125,0,399,0,1,0,1
668,France,Male,32,7,0.0,2,1,1,777.37,0.0,0.25,2,224,0,1,0,0
674,Germany,Female,44,4,131593.85,1,0,1,171345.02,0.7680051045545415,0.2,1,176,1,0,0,0
701,Spain,Female,21,9,0.0,2,1,1,26327.42,0.0,0.2,2,189,0,1,0,0
765,Germany,Male,43,4,148962.76,1,0,1,173878.87,0.8567042102355509,0.2,1,172,1,0,0,0
562,France,Male,35,7,0.0,1,0,0,48869.67,0.0,0.125,0,245,0,1,0,1
628,France,Female,46,1,46870.43,4,1,0,31272.14,1.4987918959175803,2.0,0,46,0,0,0,1
659,France,Male,54,8,133436.52,1,1,0,56787.8,2.3497392045474554,0.1111111111111111,0,432,1,0,0,0
632,France,Female,34,2,0.0,2,0,0,165385.55,0.0,0.6666666666666666,0,68,0,1,0,1
758,France,Male,35,7,0.0,2,1,0,77951.84,0.0,0.25,0,245,0,1,0,0
660,Germany,Male,30,1,84440.1,2,1,1,60485.98,1.3960276414468278,1.0,2,30,0,0,0,0
615,France,Male,36,6,0.0,1,1,1,27011.8,0.0,0.14285714285714285,1,216,0,1,0,1
754,Germany,Female,39,3,160761.41,1,1,1,24156.03,6.65512544900797,0.25,1,117,1,0,0,0
728,Spain,Female,37,4,0.0,1,0,0,4539.38,0.0,0.2,0,148,0,1,0,0
639,France,Female,50,6,115335.32,2,1,1,53130.41,2.1707967245123836,0.2857142857142857,2,300,1,0,0,1
436,Germany,Male,45,3,104339.11,2,1,1,183540.22,0.5684809029868222,0.5,2,135,1,0,0,1
740,Germany,Female,40,2,122295.17,2,1,1,30812.84,3.968967806927242,0.6666666666666666,2,80,1,0,0,0
800,France,Female,40,5,97764.41,1,1,0,98640.15,0.9911218707595235,0.16666666666666666,0,200,1,0,0,0
518,France,Male,38,3,90957.81,1,0,1,162304.59,0.5604142803355099,0.25,1,114,0,0,0,1
648,Germany,Female,45,5,118886.55,1,0,0,51636.7,2.302365371915711,0.16666666666666666,0,225,1,0,0,1
757,Germany,Male,33,1,122088.67,1,1,0,42581.09,2.8672039630737496,0.5,0,33,1,0,0,0
845,Germany,Female,41,2,81733.74,2,0,0,199761.29,0.409157049396307,0.6666666666666666,0,82,0,0,0,0
589,France,Female,37,6,138497.84,1,0,1,18988.58,7.29374392397957,0.14285714285714285,1,222,1,0,0,1
609,France,Male,34,1,0.0,1,1,1,181177.9,0.0,0.5,1,34,0,1,0,1
522,Spain,Male,34,9,126436.29,1,1,0,174248.52,0.7256089750432314,0.1,0,306,1,0,0,1
742,Germany,Male,55,5,155196.17,1,0,1,121207.66,1.2804155281935152,0.16666666666666666,1,275,1,0,0,0
543,France,Female,36,3,0.0,2,0,0,26019.59,0.0,0.5,0,108,0,1,0,1
728,France,Male,37,3,122689.51,2,0,0,106977.53,1.1468717776527464,0.5,0,111,1,0,0,0
793,France,Male,63,4,103729.79,2,1,1,80272.06,1.2922278312030362,0.4,2,252,1,0,1,0
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,1.6573357530530055,1.5,3,34,1,0,0,0
580,Germany,Male,76,2,130334.84,2,1,1,51672.08,2.5223455297328847,0.6666666666666666,2,152,1,0,1,1
418,France,Female,46,9,0.0,1,1,1,81014.5,0.0,0.1,1,414,0,1,0,1
808,France,Male,41,0,0.0,1,1,1,79888.78,0.0,1.0,1,0,0,1,0,0
708,Germany,Male,21,8,133974.36,2,1,0,50294.09,2.6638191485321636,0.2222222222222222,0,168,1,0,0,0
469,France,Male,33,1,127818.52,1,1,0,163477.22,0.7818735845887275,0.5,0,33,1,0,0,1
521,France,Male,38,5,110641.18,1,0,1,136507.69,0.8105124334021035,0.16666666666666666,1,190,1,0,0,1
656,France,Male,46,9,143267.14,2,0,0,193099.43,0.7419345567203385,0.2,0,414,1,0,0,0
723,France,Male,48,7,0.0,2,1,1,150694.58,0.0,0.25,2,336,0,1,0,0
715,France,Male,35,2,141005.47,1,1,1,60407.93,2.334221185860863,0.3333333333333333,1,70,1,0,0,0
698,France,Female,40,7,105061.74,3,1,0,107815.31,0.9744603062403662,0.375,0,280,1,0,0,0
637,Spain,Male,43,8,0.0,1,1,0,12156.93,0.0,0.1111111111111111,0,344,0,1,0,1
747,Spain,Male,41,9,0.0,1,1,0,32430.94,0.0,0.1,0,369,0,1,0,0
717,France,Male,31,4,129722.57,1,0,0,41176.6,3.1503953701859797,0.2,0,124,1,0,0,0
780,France,Female,43,0,0.0,1,0,1,15705.27,0.0,1.0,1,0,0,1,0,0
606,France,Male,32,5,83161.65,1,1,1,116885.59,0.7114790625602352,0.16666666666666666,1,160,0,0,0,1
602,Spain,Male,34,8,98382.72,1,1,0,39542.0,2.488056243993728,0.1111111111111111,0,272,1,0,0,1
625,France,Female,51,7,136294.97,1,1,0,38867.46,3.5066600698887966,0.125,0,357,1,0,0,1
701,France,Male,41,10,0.0,2,1,1,146257.77,0.0,0.18181818181818182,2,410,0,1,0,0
674,France,Male,28,5,0.0,1,1,1,151925.25,0.0,0.16666666666666666,1,140,0,1,0,0
527,France,Male,47,1,0.0,1,1,0,21312.16,0.0,0.5,0,47,0,1,0,1
621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0.9261839396065492,0.1111111111111111,1,336,0,0,0,1
713,France,Female,59,3,0.0,2,1,1,62700.08,0.0,0.5,2,177,0,1,0,0
733,France,Male,64,3,0.0,2,1,1,75272.63,0.0,0.5,2,192,0,1,1,0
724,Germany,Female,35,0,171982.95,2,0,1,167313.07,1.02791102930572,2.0,2,0,1,0,0,0
678,Germany,Male,83,6,123356.63,1,0,1,92934.41,1.327351515977774,0.14285714285714285,1,498,1,0,1,0
651,France,Male,35,0,181821.96,2,0,1,36923.67,4.924265653982933,2.0,2,0,1,0,0,1
743,Germany,Male,65,2,131935.51,1,1,1,96399.67,1.3686303075518829,0.3333333333333333,1,130,1,0,1,0
733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0.8864925331249828,0.2857142857142857,0,186,1,0,0,0
748,Spain,Male,39,3,0.0,2,1,1,123998.52,0.0,0.5,2,117,0,1,0,0
620,France,Female,41,9,0.0,2,0,0,88852.47,0.0,0.2,0,369,0,1,0,1
739,France,Male,29,1,0.0,2,1,1,164484.78,0.0,1.0,2,29,0,1,0,0
619,Spain,Female,41,8,0.0,3,1,1,79866.73,0.0,0.3333333333333333,3,328,0,1,0,1
612,Germany,Female,62,8,140745.33,1,1,0,193437.89,0.7275995928202069,0.1111111111111111,0,496,1,0,1,1
580,Spain,Female,57,0,136820.99,1,0,1,108528.74,1.2606890119612555,1.0,1,0,1,0,0,1
586,France,Male,33,9,0.0,1,1,0,6975.02,0.0,0.1,0,297,0,1,0,1
632,France,Male,50,2,0.0,2,0,0,57942.88,0.0,0.6666666666666666,0,100,0,1,0,1
771,Spain,Female,67,8,0.0,2,1,1,51219.8,0.0,0.2222222222222222,2,536,0,1,1,0
607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0.8170322531978734,0.2,0,288,1,0,0,1
691,France,Male,38,1,0.0,2,0,0,44653.5,0.0,1.0,0,38,0,1,0,0
658,Germany,Male,31,2,77082.65,2,0,0,13482.28,5.717330451526002,0.6666666666666666,0,62,0,0,0,0
598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0.4135972513155106,0.5,1,64,0,0,1,1
543,France,Female,71,1,104308.77,1,1,1,25650.04,4.066612371754586,0.5,1,71,1,0,1,1
604,France,Male,26,8,149542.52,2,0,1,197911.52,0.7556029078044573,0.2222222222222222,2,208,1,0,0,1
722,Spain,Male,37,9,0.0,2,1,0,31921.95,0.0,0.2,0,333,0,1,0,0
651,Spain,Female,36,8,0.0,2,1,0,91652.43,0.0,0.2222222222222222,0,288,0,1,0,1
645,Spain,Male,38,1,68079.8,1,0,1,166264.89,0.4094658830255744,0.5,1,38,0,0,0,1
